"Date";"Open";"High";"Low";"Close";"Change, %"
"2012-09-20";"12.8625";"12.9584";"12.832";"12.858";"+0.01"
"2012-09-21";"12.858";"12.8995";"12.803";"12.854";"-0.03"
"2012-09-24";"12.8676";"12.9515";"12.8412";"12.9146";"+0.47"
"2012-09-25";"12.9163";"12.9497";"12.798";"12.8613";"-0.41"
"2012-09-26";"12.8575";"12.9448";"12.8498";"12.8697";"+0.07"
"2012-09-27";"12.8699";"12.8999";"12.8005";"12.8288";"-0.32"
"2012-09-28";"12.8242";"12.8895";"12.8086";"12.8594";"+0.24"
"2012-10-01";"12.8662";"12.9082";"12.7895";"12.8278";"-0.25"
"2012-10-02";"12.8272";"12.893";"12.8048";"12.8558";"+0.22"
"2012-10-03";"12.8545";"12.8962";"12.812";"12.8189";"-0.29"
"2012-10-04";"12.817";"12.8402";"12.7266";"12.76";"-0.46"
"2012-10-05";"12.7646";"12.8283";"12.6616";"12.7948";"+0.27"
"2012-10-08";"12.7771";"12.8845";"12.7771";"12.7992";"+0.03"
"2012-10-09";"12.7968";"12.9132";"12.766";"12.8773";"+0.61"
"2012-10-10";"12.8832";"12.9878";"12.8468";"12.9763";"+0.77"
"2012-10-11";"12.9677";"13.0003";"12.8637";"12.9126";"-0.49"
"2012-10-12";"12.902";"12.9325";"12.848";"12.873";"-0.31"
"2012-10-15";"12.862";"12.9057";"12.7943";"12.8045";"-0.53"
"2012-10-16";"12.802";"12.8668";"12.763";"12.8353";"+0.24"
"2012-10-17";"12.835";"12.8501";"12.769";"12.7875";"-0.37"
"2012-10-18";"12.7943";"12.8814";"12.7805";"12.8435";"+0.44"
"2012-10-19";"12.8374";"12.8925";"12.8299";"12.8872";"+0.34"
"2012-10-22";"12.8863";"12.9155";"12.8365";"12.8565";"-0.24"
"2012-10-23";"12.857";"13.015";"12.8515";"12.974";"+0.91"
"2012-10-24";"12.9722";"13.0502";"12.937";"12.9942";"+0.16"
"2012-10-25";"12.9927";"13.0412";"12.9096";"13.0144";"+0.16"
"2012-10-26";"13.014";"13.0793";"12.966";"12.9909";"-0.18"
"2012-10-29";"13.0024";"13.1085";"12.9965";"13.0729";"+0.63"
"2012-10-30";"13.0809";"13.1187";"13.0394";"13.0746";"+0.01"
"2012-10-31";"13.066";"13.1073";"13.023";"13.0994";"+0.19"
"2012-11-01";"13.0922";"13.1137";"13.0027";"13.0068";"-0.71"
"2012-11-02";"13.007";"13.0427";"12.9261";"13.0398";"+0.25"
"2012-11-05";"13.025";"13.074";"13.0244";"13.042";"+0.02"
"2012-11-06";"13.0385";"13.0439";"12.9295";"12.9611";"-0.62"
"2012-11-07";"12.9677";"13.0858";"12.9045";"13.0715";"+0.85"
"2012-11-08";"13.0707";"13.1826";"13.0507";"13.1789";"+0.82"
"2012-11-09";"13.176";"13.296";"13.132";"13.199";"+0.15"
"2012-11-12";"13.195";"13.237";"13.162";"13.2135";"+0.11"
"2012-11-13";"13.2107";"13.2903";"13.179";"13.2475";"+0.26"
"2012-11-14";"13.2442";"13.2868";"13.1665";"13.2755";"+0.21"
"2012-11-15";"13.2756";"13.2881";"13.2035";"13.2089";"-0.50"
"2012-11-16";"13.211";"13.2688";"13.1266";"13.1325";"-0.58"
"2012-11-19";"13.132";"13.132";"13.0525";"13.0555";"-0.59"
"2012-11-20";"13.0581";"13.0995";"12.9952";"13.0042";"-0.39"
"2012-11-21";"13.0026";"13.0664";"12.9955";"13.06";"+0.43"
"2012-11-22";"13.0541";"13.0621";"12.9891";"13.0325";"-0.21"
"2012-11-23";"13.0369";"13.0468";"12.9495";"12.9525";"-0.61"
"2012-11-26";"12.9475";"13.0235";"12.9435";"13.0198";"+0.52"
"2012-11-27";"13.0133";"13.0481";"12.9579";"13.0402";"+0.16"
"2012-11-28";"13.0385";"13.0819";"12.9663";"12.9725";"-0.52"
"2012-11-29";"12.9707";"12.9959";"12.9281";"12.9472";"-0.20"
"2012-11-30";"12.9468";"12.9597";"12.8994";"12.9503";"+0.02"
"2012-12-03";"12.9538";"12.9983";"12.8778";"12.9973";"+0.36"
"2012-12-04";"12.9951";"13.006";"12.92";"12.9473";"-0.38"
"2012-12-05";"12.9405";"12.9634";"12.9031";"12.9276";"-0.15"
"2012-12-06";"12.9252";"12.9368";"12.8593";"12.8702";"-0.44"
"2012-12-07";"12.8697";"12.9079";"12.809";"12.8495";"-0.16"
"2012-12-10";"12.8624";"12.8624";"12.7817";"12.809";"-0.32"
"2012-12-11";"12.8055";"12.8185";"12.7287";"12.7365";"-0.57"
"2012-12-12";"12.7392";"12.7757";"12.6877";"12.7425";"+0.05"
"2012-12-13";"12.746";"12.854";"12.7206";"12.7986";"+0.44"
"2012-12-14";"12.8045";"12.8345";"12.7413";"12.7413";"-0.45"
"2012-12-17";"12.7368";"12.7957";"12.7172";"12.7204";"-0.16"
"2012-12-18";"12.7192";"12.7527";"12.7029";"12.7188";"-0.01"
"2012-12-19";"12.7155";"12.7693";"12.6866";"12.7664";"+0.37"
"2012-12-20";"12.7676";"12.8018";"12.7355";"12.7613";"-0.04"
"2012-12-21";"12.7693";"12.9627";"12.7546";"12.9274";"+1.30"
"2012-12-24";"12.9353";"13.0449";"12.93";"12.9751";"+0.37"
"2012-12-25";"12.975";"13";"12.975";"12.9933";"+0.14"
"2012-12-26";"12.99";"13.0429";"12.941";"13.0156";"+0.17"
"2012-12-27";"13.0152";"13.0422";"12.9409";"12.9787";"-0.28"
"2012-12-28";"12.979";"13.0425";"12.964";"13.025";"+0.36"
"2012-12-31";"13.0169";"13.0523";"12.8388";"12.8657";"-1.22"
"2013-01-01";"12.8657";"12.88";"12.8657";"12.8747";"+0.07"
"2013-01-02";"12.875";"12.9125";"12.7285";"12.7465";"-1.00"
"2013-01-03";"12.7463";"12.8158";"12.7344";"12.8052";"+0.46"
"2013-01-04";"12.8065";"12.836";"12.7375";"12.7425";"-0.49"
"2013-01-07";"12.7308";"12.7888";"12.724";"12.7681";"+0.20"
"2013-01-08";"12.764";"12.8152";"12.736";"12.8035";"+0.28"
"2013-01-09";"12.8";"12.8096";"12.709";"12.7224";"-0.63"
"2013-01-10";"12.7127";"12.731";"12.6045";"12.607";"-0.91"
"2013-01-11";"12.611";"12.671";"12.5827";"12.6516";"+0.35"
"2013-01-14";"12.6365";"12.6815";"12.5783";"12.5937";"-0.46"
"2013-01-15";"12.5944";"12.6973";"12.5859";"12.6108";"+0.14"
"2013-01-16";"12.6125";"12.6853";"12.6003";"12.6218";"+0.09"
"2013-01-17";"12.62";"12.6445";"12.552";"12.5865";"-0.28"
"2013-01-18";"12.584";"12.6875";"12.569";"12.6625";"+0.60"
"2013-01-21";"12.6686";"12.725";"12.6555";"12.7";"+0.30"
"2013-01-22";"12.6907";"12.7137";"12.614";"12.6189";"-0.64"
"2013-01-23";"12.6204";"12.7035";"12.6126";"12.6935";"+0.59"
"2013-01-24";"12.6913";"12.7177";"12.6077";"12.6359";"-0.45"
"2013-01-25";"12.633";"12.7465";"12.6103";"12.7065";"+0.56"
"2013-01-28";"12.6918";"12.7969";"12.6766";"12.7672";"+0.48"
"2013-01-29";"12.7688";"12.7768";"12.6882";"12.7177";"-0.39"
"2013-01-30";"12.7125";"12.7635";"12.6758";"12.7187";"+0.01"
"2013-01-31";"12.7218";"12.7547";"12.6593";"12.7088";"-0.08"
"2013-02-01";"12.7074";"12.7667";"12.5823";"12.6062";"-0.81"
"2013-02-04";"12.5907";"12.7222";"12.5907";"12.7108";"+0.83"
"2013-02-05";"12.7095";"12.7194";"12.6058";"12.6318";"-0.62"
"2013-02-06";"12.6326";"12.7113";"12.6249";"12.6822";"+0.40"
"2013-02-07";"12.6817";"12.7758";"12.6373";"12.7291";"+0.37"
"2013-02-08";"12.7255";"12.756";"12.7";"12.7245";"-0.04"
"2013-02-11";"12.7275";"12.8162";"12.7233";"12.7342";"+0.08"
"2013-02-12";"12.7307";"12.7902";"12.6883";"12.6929";"-0.32"
"2013-02-13";"12.701";"12.733";"12.6525";"12.686";"-0.05"
"2013-02-14";"12.685";"12.7495";"12.6693";"12.6963";"+0.08"
"2013-02-15";"12.7027";"12.7277";"12.666";"12.6903";"-0.05"
"2013-02-18";"12.6715";"12.7045";"12.6665";"12.6853";"-0.04"
"2013-02-19";"12.6866";"12.7125";"12.6275";"12.6325";"-0.42"
"2013-02-20";"12.6314";"12.7395";"12.6213";"12.7254";"+0.74"
"2013-02-21";"12.7238";"12.8038";"12.7163";"12.7462";"+0.16"
"2013-02-22";"12.7525";"12.7805";"12.683";"12.705";"-0.32"
"2013-02-25";"12.6928";"12.8142";"12.651";"12.799";"+0.74"
"2013-02-26";"12.797";"12.8991";"12.7608";"12.8427";"+0.34"
"2013-02-27";"12.8392";"12.8902";"12.7532";"12.7646";"-0.61"
"2013-02-28";"12.764";"12.7988";"12.733";"12.7791";"+0.11"
"2013-03-01";"12.7803";"12.8719";"12.7488";"12.7587";"-0.16"
"2013-03-04";"12.7522";"12.8275";"12.7383";"12.7455";"-0.10"
"2013-03-05";"12.7424";"12.7629";"12.6894";"12.7024";"-0.34"
"2013-03-06";"12.7027";"12.7916";"12.6684";"12.7825";"+0.63"
"2013-03-07";"12.7805";"12.809";"12.745";"12.759";"-0.18"
"2013-03-08";"12.758";"12.784";"12.6174";"12.628";"-1.03"
"2013-03-11";"12.6235";"12.6475";"12.5082";"12.5404";"-0.69"
"2013-03-12";"12.5433";"12.557";"12.4174";"12.4445";"-0.76"
"2013-03-13";"12.4425";"12.4673";"12.3681";"12.4327";"-0.09"
"2013-03-14";"12.4357";"12.4797";"12.3956";"12.4234";"-0.07"
"2013-03-15";"12.4207";"12.4672";"12.405";"12.4352";"+0.09"
"2013-03-18";"12.4405";"12.5505";"12.4021";"12.4155";"-0.16"
"2013-03-19";"12.4127";"12.4728";"12.3674";"12.4384";"+0.18"
"2013-03-20";"12.4388";"12.4535";"12.3433";"12.3475";"-0.73"
"2013-03-21";"12.3515";"12.4385";"12.3235";"12.4275";"+0.65"
"2013-03-22";"12.4293";"12.4485";"12.3415";"12.3514";"-0.61"
"2013-03-25";"12.351";"12.373";"12.3191";"12.351";"0.00"
"2013-03-26";"12.356";"12.376";"12.3043";"12.3524";"+0.01"
"2013-03-27";"12.3552";"12.4272";"12.3285";"12.3362";"-0.13"
"2013-03-28";"12.3356";"12.3697";"12.3215";"12.3556";"+0.16"
"2013-03-29";"12.3575";"12.3706";"12.3082";"12.316";"-0.32"
"2013-04-01";"12.3443";"12.37";"12.2918";"12.3635";"+0.39"
"2013-04-02";"12.364";"12.373";"12.2584";"12.2755";"-0.71"
"2013-04-03";"12.2735";"12.3565";"12.2517";"12.3455";"+0.57"
"2013-04-04";"12.3456";"12.3568";"12.2728";"12.3075";"-0.31"
"2013-04-05";"12.3064";"12.4045";"12.1719";"12.1749";"-1.08"
"2013-04-08";"12.1955";"12.2205";"12.132";"12.1935";"+0.15"
"2013-04-09";"12.1951";"12.2066";"12.12";"12.1451";"-0.40"
"2013-04-10";"12.1479";"12.1659";"12.086";"12.1064";"-0.32"
"2013-04-11";"12.107";"12.1273";"12.0183";"12.045";"-0.51"
"2013-04-12";"12.0463";"12.1155";"12.0253";"12.0755";"+0.25"
"2013-04-15";"12.083";"12.302";"12.0593";"12.284";"+1.73"
"2013-04-16";"12.2817";"12.2906";"12.1241";"12.1471";"-1.11"
"2013-04-17";"12.1458";"12.2868";"12.1332";"12.2091";"+0.51"
"2013-04-18";"12.2077";"12.3347";"12.1604";"12.2729";"+0.52"
"2013-04-19";"12.2735";"12.3025";"12.187";"12.2615";"-0.09"
"2013-04-22";"12.261";"12.353";"12.2342";"12.275";"+0.11"
"2013-04-23";"12.2776";"12.3787";"12.2012";"12.2448";"-0.25"
"2013-04-24";"12.2417";"12.2966";"12.159";"12.1715";"-0.60"
"2013-04-25";"12.1709";"12.1837";"12.0858";"12.1688";"-0.02"
"2013-04-26";"12.163";"12.2065";"12.1319";"12.144";"-0.20"
"2013-04-29";"12.1385";"12.2196";"12.0784";"12.2082";"+0.53"
"2013-04-30";"12.2075";"12.217";"12.117";"12.134";"-0.61"
"2013-05-01";"12.1355";"12.2529";"12.1285";"12.1991";"+0.54"
"2013-05-02";"12.1984";"12.2101";"12.1468";"12.1728";"-0.22"
"2013-05-03";"12.174";"12.197";"12.0516";"12.074";"-0.81"
"2013-05-06";"12.0555";"12.1274";"12.0538";"12.109";"+0.29"
"2013-05-07";"12.1073";"12.1307";"12.0243";"12.0287";"-0.66"
"2013-05-08";"12.0299";"12.0775";"11.963";"11.9782";"-0.42"
"2013-05-09";"11.9762";"12.047";"11.9332";"11.995";"+0.14"
"2013-05-10";"12";"12.1711";"11.981";"12.0849";"+0.75"
"2013-05-13";"12.0711";"12.1825";"12.0635";"12.1653";"+0.67"
"2013-05-14";"12.1658";"12.215";"12.1171";"12.1949";"+0.24"
"2013-05-15";"12.1974";"12.2647";"12.1571";"12.2034";"+0.07"
"2013-05-16";"12.2087";"12.295";"12.1834";"12.275";"+0.59"
"2013-05-17";"12.2881";"12.3561";"12.2655";"12.3435";"+0.56"
"2013-05-20";"12.3299";"12.354";"12.2689";"12.2969";"-0.38"
"2013-05-21";"12.2998";"12.3941";"12.2752";"12.3358";"+0.32"
"2013-05-22";"12.3404";"12.447";"12.2184";"12.4217";"+0.70"
"2013-05-23";"12.4205";"12.5466";"12.3965";"12.3965";"-0.20"
"2013-05-24";"12.3985";"12.5663";"12.3904";"12.541";"+1.17"
"2013-05-27";"12.5099";"12.5417";"12.456";"12.4688";"-0.58"
"2013-05-28";"12.4681";"12.6415";"12.432";"12.634";"+1.32"
"2013-05-29";"12.6291";"12.7441";"12.5967";"12.6509";"+0.13"
"2013-05-30";"12.6552";"12.8505";"12.6042";"12.7931";"+1.12"
"2013-05-31";"12.7834";"12.9517";"12.7479";"12.8089";"+0.12"
"2013-06-03";"12.8067";"12.8722";"12.7225";"12.7415";"-0.53"
"2013-06-04";"12.7387";"12.8102";"12.6858";"12.7137";"-0.22"
"2013-06-05";"12.7111";"12.8701";"12.6695";"12.8568";"+1.13"
"2013-06-06";"12.8591";"12.9414";"12.7845";"12.8005";"-0.44"
"2013-06-07";"12.8079";"12.8886";"12.6731";"12.7675";"-0.26"
"2013-06-10";"12.766";"12.9177";"12.751";"12.9158";"+1.16"
"2013-06-11";"12.9155";"13.1041";"12.7795";"12.8285";"-0.68"
"2013-06-12";"12.8252";"12.9376";"12.7215";"12.9274";"+0.77"
"2013-06-13";"12.9225";"12.9583";"12.6215";"12.6275";"-2.32"
"2013-06-14";"12.625";"12.728";"12.6051";"12.7075";"+0.63"
"2013-06-17";"12.7175";"12.8815";"12.6509";"12.8355";"+1.01"
"2013-06-18";"12.8354";"12.9489";"12.8113";"12.8935";"+0.45"
"2013-06-19";"12.8947";"13.2475";"12.815";"13.2445";"+2.72"
"2013-06-20";"13.242";"13.4589";"13.1969";"13.3664";"+0.92"
"2013-06-21";"13.367";"13.4591";"13.241";"13.305";"-0.46"
"2013-06-24";"13.3103";"13.4421";"13.2322";"13.2955";"-0.07"
"2013-06-25";"13.3041";"13.3042";"13.1459";"13.2212";"-0.56"
"2013-06-26";"13.2175";"13.2625";"13.121";"13.16";"-0.46"
"2013-06-27";"13.1605";"13.167";"12.9675";"13.0212";"-1.05"
"2013-06-28";"13.019";"13.1088";"12.932";"12.946";"-0.58"
"2013-07-01";"12.9675";"12.9785";"12.864";"12.9565";"+0.08"
"2013-07-02";"12.9648";"13.112";"12.9083";"13.0526";"+0.74"
"2013-07-03";"13.043";"13.1489";"12.952";"12.9537";"-0.76"
"2013-07-04";"12.957";"12.997";"12.8295";"12.9147";"-0.30"
"2013-07-05";"12.9127";"13.159";"12.8685";"13.076";"+1.25"
"2013-07-08";"13.0762";"13.134";"12.859";"12.8837";"-1.47"
"2013-07-09";"12.8725";"12.9055";"12.8055";"12.8958";"+0.09"
"2013-07-10";"12.8987";"12.9839";"12.8551";"12.9001";"+0.03"
"2013-07-11";"12.8987";"12.9023";"12.7903";"12.8063";"-0.73"
"2013-07-12";"12.808";"12.8712";"12.783";"12.818";"+0.09"
"2013-07-15";"12.8163";"12.8212";"12.6531";"12.6672";"-1.18"
"2013-07-16";"12.6657";"12.6901";"12.5699";"12.6212";"-0.36"
"2013-07-17";"12.6253";"12.6639";"12.4582";"12.4612";"-1.27"
"2013-07-18";"12.468";"12.574";"12.4372";"12.503";"+0.34"
"2013-07-19";"12.5005";"12.5895";"12.457";"12.5325";"+0.24"
"2013-07-22";"12.5317";"12.5432";"12.481";"12.5011";"-0.25"
"2013-07-23";"12.5015";"12.5385";"12.4827";"12.4955";"-0.04"
"2013-07-24";"12.497";"12.6905";"12.4732";"12.625";"+1.04"
"2013-07-25";"12.6143";"12.6727";"12.5617";"12.6022";"-0.18"
"2013-07-26";"12.6005";"12.7461";"12.5818";"12.6775";"+0.60"
"2013-07-29";"12.6652";"12.7735";"12.6637";"12.7595";"+0.65"
"2013-07-30";"12.7542";"12.7956";"12.7252";"12.7637";"+0.03"
"2013-07-31";"12.761";"12.896";"12.7287";"12.7325";"-0.24"
"2013-08-01";"12.7355";"12.8637";"12.7242";"12.8313";"+0.78"
"2013-08-02";"12.8293";"12.8682";"12.6327";"12.6623";"-1.32"
"2013-08-05";"12.6585";"12.7051";"12.6082";"12.6435";"-0.15"
"2013-08-06";"12.641";"12.6827";"12.6064";"12.6213";"-0.18"
"2013-08-07";"12.6245";"12.7535";"12.6155";"12.7215";"+0.79"
"2013-08-08";"12.7155";"12.7545";"12.5852";"12.6045";"-0.92"
"2013-08-09";"12.602";"12.639";"12.558";"12.6175";"+0.10"
"2013-08-12";"12.6127";"12.7081";"12.5488";"12.6803";"+0.50"
"2013-08-13";"12.6853";"12.7925";"12.669";"12.7285";"+0.38"
"2013-08-14";"12.7229";"12.7748";"12.6966";"12.7384";"+0.08"
"2013-08-15";"12.7347";"12.9014";"12.6999";"12.8173";"+0.62"
"2013-08-16";"12.818";"12.9812";"12.8095";"12.9117";"+0.74"
"2013-08-19";"12.9051";"13.0885";"12.9051";"13.0812";"+1.31"
"2013-08-20";"13.0798";"13.1034";"12.9555";"12.976";"-0.80"
"2013-08-21";"12.9748";"13.2675";"12.9725";"13.26";"+2.19"
"2013-08-22";"13.259";"13.3069";"13.0868";"13.0897";"-1.28"
"2013-08-23";"13.0901";"13.1061";"12.9336";"12.956";"-1.02"
"2013-08-26";"12.9775";"13.2332";"12.9693";"13.1875";"+1.79"
"2013-08-27";"13.1879";"13.3819";"13.1785";"13.2305";"+0.33"
"2013-08-28";"13.227";"13.347";"13.222";"13.3162";"+0.65"
"2013-08-29";"13.3232";"13.3903";"13.2535";"13.3575";"+0.31"
"2013-08-30";"13.3608";"13.4018";"13.2788";"13.3803";"+0.17"
"2013-09-02";"13.3655";"13.3655";"13.238";"13.335";"-0.34"
"2013-09-03";"13.305";"13.4663";"13.299";"13.3855";"+0.38"
"2013-09-04";"13.3925";"13.4025";"13.2725";"13.3082";"-0.58"
"2013-09-05";"13.3107";"13.45";"13.3085";"13.383";"+0.56"
"2013-09-06";"13.3832";"13.4011";"13.1662";"13.1723";"-1.57"
"2013-09-09";"13.1771";"13.2276";"13.0921";"13.1053";"-0.51"
"2013-09-10";"13.1065";"13.1633";"13.0555";"13.0897";"-0.12"
"2013-09-11";"13.088";"13.1402";"13.0248";"13.0518";"-0.29"
"2013-09-12";"13.0413";"13.1442";"13.0192";"13.06";"+0.06"
"2013-09-13";"13.06";"13.137";"13.0263";"13.0425";"-0.13"
"2013-09-16";"13.0407";"13.0415";"12.8752";"12.9313";"-0.85"
"2013-09-17";"12.9307";"12.9715";"12.8982";"12.9245";"-0.05"
"2013-09-18";"12.9261";"12.9982";"12.6532";"12.6593";"-2.05"
"2013-09-19";"12.6534";"12.7577";"12.5812";"12.7022";"+0.34"
"2013-09-20";"12.7005";"12.9285";"12.6975";"12.8575";"+1.22"
"2013-09-23";"12.8535";"12.8801";"12.7658";"12.8065";"-0.40"
"2013-09-24";"12.796";"12.9565";"12.796";"12.9484";"+1.11"
"2013-09-25";"12.9448";"13.0263";"12.922";"13.0103";"+0.48"
"2013-09-26";"13.017";"13.1271";"12.944";"13.066";"+0.43"
"2013-09-27";"13.0705";"13.1973";"13.0571";"13.1397";"+0.56"
"2013-09-30";"13.1922";"13.2347";"13.0785";"13.0915";"-0.37"
"2013-10-01";"13.09";"13.1905";"13.039";"13.155";"+0.49"
"2013-10-02";"13.1563";"13.2273";"13.083";"13.114";"-0.31"
"2013-10-03";"13.1142";"13.3385";"13.0965";"13.1585";"+0.34"
"2013-10-04";"13.1621";"13.1936";"13.0605";"13.0845";"-0.56"
"2013-10-07";"13.075";"13.1904";"13.0695";"13.1387";"+0.41"
"2013-10-08";"13.1342";"13.2265";"13.0585";"13.2245";"+0.65"
"2013-10-09";"13.2235";"13.2335";"13.1513";"13.1865";"-0.29"
"2013-10-10";"13.184";"13.212";"13.0554";"13.0942";"-0.70"
"2013-10-11";"13.0976";"13.1283";"12.9855";"12.9913";"-0.79"
"2013-10-14";"12.983";"13.0807";"12.9452";"12.9934";"+0.02"
"2013-10-15";"12.9933";"13.0375";"12.9363";"12.9925";"-0.01"
"2013-10-16";"12.9906";"13.009";"12.8338";"12.8434";"-1.15"
"2013-10-17";"12.8476";"12.8785";"12.7542";"12.7797";"-0.50"
"2013-10-18";"12.7745";"12.8685";"12.754";"12.8558";"+0.60"
"2013-10-21";"12.8405";"12.9967";"12.8277";"12.9895";"+1.04"
"2013-10-22";"12.991";"13.0195";"12.836";"12.8435";"-1.12"
"2013-10-23";"12.846";"13.0053";"12.8347";"12.993";"+1.16"
"2013-10-24";"13";"13.0556";"12.9327";"12.964";"-0.22"
"2013-10-25";"12.961";"13.0085";"12.832";"12.8815";"-0.64"
"2013-10-28";"12.8799";"12.916";"12.834";"12.8769";"-0.04"
"2013-10-29";"12.8729";"12.9352";"12.8682";"12.9184";"+0.32"
"2013-10-30";"12.9268";"12.9984";"12.8268";"12.9351";"+0.13"
"2013-10-31";"12.9326";"13.0556";"12.9168";"13.0198";"+0.65"
"2013-11-01";"13.0239";"13.1055";"13.0073";"13.0615";"+0.32"
"2013-11-04";"13.0658";"13.0666";"12.9645";"12.9975";"-0.49"
"2013-11-05";"12.9987";"13.1915";"12.9815";"13.1625";"+1.27"
"2013-11-06";"13.1538";"13.1889";"13.0762";"13.178";"+0.12"
"2013-11-07";"13.1737";"13.2515";"13.0916";"13.2247";"+0.35"
"2013-11-08";"13.2295";"13.3375";"13.1368";"13.1698";"-0.42"
"2013-11-11";"13.1895";"13.2777";"13.1382";"13.2165";"+0.35"
"2013-11-12";"13.2122";"13.282";"13.1505";"13.1774";"-0.30"
"2013-11-13";"13.1713";"13.2135";"13.0132";"13.0214";"-1.18"
"2013-11-14";"13.0247";"13.1027";"12.9587";"12.9647";"-0.44"
"2013-11-15";"12.9695";"13.008";"12.9325";"12.935";"-0.23"
"2013-11-18";"12.929";"12.9372";"12.8466";"12.8937";"-0.32"
"2013-11-19";"12.889";"12.9705";"12.866";"12.9705";"+0.60"
"2013-11-20";"12.968";"13.118";"12.9082";"13.0926";"+0.94"
"2013-11-21";"13.0902";"13.148";"13.0177";"13.0265";"-0.50"
"2013-11-22";"13.0309";"13.0886";"12.9627";"12.9668";"-0.46"
"2013-11-25";"12.9737";"13.0556";"12.9507";"13.0469";"+0.62"
"2013-11-26";"13.0522";"13.1483";"13.03";"13.052";"+0.04"
"2013-11-27";"13.051";"13.1314";"13.049";"13.122";"+0.54"
"2013-11-28";"13.1195";"13.1375";"13.0402";"13.0795";"-0.32"
"2013-11-29";"13.0765";"13.1369";"13.0567";"13.1025";"+0.18"
"2013-12-02";"13.1075";"13.2306";"13.0866";"13.2155";"+0.86"
"2013-12-03";"13.2126";"13.2707";"13.0871";"13.1084";"-0.81"
"2013-12-04";"13.1082";"13.1699";"13.022";"13.0418";"-0.51"
"2013-12-05";"13.0495";"13.1143";"12.9979";"13.0907";"+0.37"
"2013-12-06";"13.089";"13.1155";"12.907";"12.9355";"-1.19"
"2013-12-09";"12.9247";"12.9247";"12.8037";"12.856";"-0.61"
"2013-12-10";"12.858";"12.8899";"12.805";"12.861";"+0.04"
"2013-12-11";"12.8595";"13.0401";"12.8363";"13.0401";"+1.39"
"2013-12-12";"13.04";"13.0989";"12.9615";"12.9678";"-0.55"
"2013-12-13";"12.9741";"13.0217";"12.8801";"12.8805";"-0.67"
"2013-12-16";"12.8816";"12.9895";"12.8794";"12.9275";"+0.36"
"2013-12-17";"12.933";"12.9868";"12.915";"12.952";"+0.19"
"2013-12-18";"12.9483";"13.0434";"12.8303";"12.8803";"-0.55"
"2013-12-19";"12.882";"13.0278";"12.8725";"12.9605";"+0.62"
"2013-12-20";"12.9668";"13.0876";"12.9365";"12.9745";"+0.11"
"2013-12-23";"12.9784";"13.0095";"12.9475";"12.9935";"+0.15"
"2013-12-24";"12.995";"13.05";"12.982";"13.0338";"+0.31"
"2013-12-25";"13.0288";"13.03";"13.0095";"13.0145";"-0.15"
"2013-12-26";"13.0145";"13.0983";"13.0145";"13.0805";"+0.51"
"2013-12-27";"13.078";"13.1371";"13.051";"13.057";"-0.18"
"2013-12-30";"13.0741";"13.104";"13.0415";"13.0685";"+0.09"
"2013-12-31";"13.064";"13.115";"13.013";"13.0365";"-0.24"
"2014-01-01";"13.0415";"13.047";"13.0365";"13.0398";"+0.03"
"2014-01-02";"13.0318";"13.1649";"13.0307";"13.1538";"+0.87"
"2014-01-03";"13.1567";"13.1608";"13.0535";"13.1035";"-0.38"
"2014-01-06";"13.1075";"13.1514";"13.0635";"13.0865";"-0.13"
"2014-01-07";"13.0835";"13.1195";"12.9955";"13.0145";"-0.55"
"2014-01-08";"13.0135";"13.1453";"12.9825";"13.1315";"+0.90"
"2014-01-09";"13.1325";"13.1626";"13.084";"13.086";"-0.35"
"2014-01-10";"13.087";"13.103";"12.962";"12.963";"-0.94"
"2014-01-13";"12.962";"13.0935";"12.9595";"13.082";"+0.92"
"2014-01-14";"13.081";"13.1465";"13.058";"13.089";"+0.05"
"2014-01-15";"13.0885";"13.224";"13.077";"13.1945";"+0.81"
"2014-01-16";"13.1955";"13.3354";"13.19";"13.274";"+0.60"
"2014-01-17";"13.273";"13.3211";"13.232";"13.245";"-0.22"
"2014-01-20";"13.247";"13.2734";"13.231";"13.2378";"-0.05"
"2014-01-21";"13.2428";"13.3557";"13.2258";"13.2767";"+0.29"
"2014-01-22";"13.275";"13.351";"13.2517";"13.3088";"+0.24"
"2014-01-23";"13.3088";"13.448";"13.3075";"13.4012";"+0.69"
"2014-01-24";"13.3935";"13.6069";"13.3765";"13.458";"+0.42"
"2014-01-27";"13.455";"13.526";"13.341";"13.366";"-0.68"
"2014-01-28";"13.3634";"13.3794";"13.2184";"13.2551";"-0.83"
"2014-01-29";"13.2551";"13.4688";"13.1833";"13.3985";"+1.08"
"2014-01-30";"13.3985";"13.4365";"13.279";"13.3652";"-0.25"
"2014-01-31";"13.364";"13.4727";"13.3083";"13.3562";"-0.07"
"2014-02-03";"13.3715";"13.553";"13.3077";"13.5415";"+1.39"
"2014-02-04";"13.5415";"13.5415";"13.319";"13.3223";"-1.62"
"2014-02-05";"13.3227";"13.391";"13.2438";"13.2918";"-0.23"
"2014-02-06";"13.2824";"13.3494";"13.1897";"13.2773";"-0.11"
"2014-02-07";"13.2712";"13.3879";"13.2577";"13.2854";"+0.06"
"2014-02-10";"13.2795";"13.339";"13.2692";"13.3262";"+0.31"
"2014-02-11";"13.3274";"13.3566";"13.2497";"13.2845";"-0.31"
"2014-02-12";"13.2835";"13.3441";"13.2603";"13.3227";"+0.29"
"2014-02-13";"13.3214";"13.3866";"13.2466";"13.262";"-0.46"
